comment;cleaned;normalisasi;filtered;steming_data;sentiment
mending 14c, pilih aja mending fungsi atau gengsi..gua sih better infinix hot 50..gacor si;mending c pilih aja mending fungsi atau gengsigua sih better infinix hot gacor si;['mending', 'sih', 'pilih', 'saja', 'mending', 'fungsi', 'atau', 'gengsigua', 'sih', 'better', 'infinix', 'hot', 'gacor', 'sih'];['mending', 'sih', 'pilih', 'mending', 'fungsi', 'gengsigua', 'sih', 'better', 'infinix', 'hot', 'gacor', 'sih'];['mending', 'sih', 'pilih', 'mending', 'fungsi', 'gengsigua', 'sih', 'better', 'infinix', 'hot', 'gacor', 'sih'];positif
@ibnusyahdan-8761  gw bukan buat gengsi si, gw cuma pengen yang itu aja. Thanks sarannya;gw bukan buat gengsi si gw cuma pengen yang itu aja thanks sarannya;['gue', 'bukan', 'buat', 'gengsi', 'sih', 'gue', 'cuma', 'pengin', 'yang', 'itu', 'saja', 'thanks', 'sarannya'];['gue', 'gengsi', 'sih', 'gue', 'pengin', 'thanks', 'sarannya'];['gue', 'gengsi', 'sih', 'gue', 'pengin', 'thanks', 'saran'];netral
IQOO 13 kok gak masuk rekomendasi ya?;iqoo  kok gak masuk rekomendasi ya;['iqoo', 'kok', 'tidak', 'masuk', 'rekomendasi', 'ya'];['iqoo', 'masuk', 'rekomendasi', 'ya'];['iqoo', 'masuk', 'rekomendasi', 'ya'];netral
riview Samsung A36/A56;riview samsung aa;['riview', 'samsung', 'aa'];['riview', 'samsung', 'aa'];['riview', 'samsung', 'aa'];netral
Nontonnya sambil pake Note 50 Pro☺;nontonnya sambil pake note  pro;['nontonnya', 'sambil', 'pakai', 'note', 'pro'];['nontonnya', 'pakai', 'note', 'pro'];['nontonnya', 'pakai', 'note', 'pro'];netral
kenapa diingetin 1 5 nya 😂😂;kenapa diingetin   nya;['kenapa', 'diingatkan', 'ya'];['ya'];['ya'];netral
alhamdulillah dah kebeli kopinya mix kapal api..;alhamdulillah dah kebeli kopinya mix kapal api;['alhamdulillah', 'sudah', 'kebeli', 'kopinya', 'mix', 'kapal', 'api'];['alhamdulillah', 'kebeli', 'kopinya', 'mix', 'kapal', 'api'];['alhamdulillah', 'kebel', 'kopi', 'mix', 'kapal', 'api'];netral
"Bener kata bang David, nanggung beli infinix note 50 reguler mending sekalian aja yg pro, dan alhamdulillah saya udah beli sebelum bg David rekomendasiin,
Karna bener² tanggung harga nya cuma naik 3٪ doang";"bener kata bang david nanggung beli infinix note  reguler mending sekalian aja yg pro dan alhamdulillah saya udah beli sebelum bg david rekomendasiin
karna bener tanggung harga nya cuma naik  doang";['benar', 'kata', 'abang', 'david', 'nanggung', 'beli', 'infinix', 'note', 'reguler', 'mending', 'sekalian', 'saja', 'yang', 'pro', 'dan', 'alhamdulillah', 'saya', 'sudah', 'beli', 'sebelum', 'bang', 'david', 'rekomendasikan', 'karena', 'benar', 'tanggung', 'harga', 'ya', 'cuma', 'naik', 'doang'];['abang', 'david', 'nanggung', 'beli', 'infinix', 'note', 'reguler', 'mending', 'pro', 'alhamdulillah', 'beli', 'bang', 'david', 'rekomendasikan', 'tanggung', 'harga', 'ya', 'doang'];['abang', 'david', 'nanggung', 'beli', 'infinix', 'note', 'reguler', 'mending', 'pro', 'alhamdulillah', 'beli', 'bang', 'david', 'rekomendasi', 'tanggung', 'harga', 'ya', 'doang'];positif
Gmn bagus ga;gmn bagus ga;['bagaimana', 'bagus', 'tidak'];['bagus'];['bagus'];netral
"@andyhakim5257  alhamdulillah setelah 4 hari saya pake HP nya lancar² aja dan nyaman² aja,. 
Saya jamin jika anda beli HP infinix note 50 pro ngk nyesel karna HP nya terlalu all random, 
Dan satu lagi saran saya anda lihat dulu langsung HP nya ke konter terdekat .";"alhamdulillah setelah  hari saya pake hp nya lancar aja dan nyaman aja 
saya jamin jika anda beli hp infinix note  pro ngk nyesel karna hp nya terlalu all random 
dan satu lagi saran saya anda lihat dulu langsung hp nya ke konter terdekat";['alhamdulillah', 'setelah', 'hari', 'saya', 'pakai', 'hp', 'ya', 'lancar', 'saja', 'dan', 'nyaman', 'saja', 'saya', 'jamin', 'jika', 'anda', 'beli', 'hp', 'infinix', 'note', 'pro', 'tidak', 'menyesal', 'karena', 'hp', 'ya', 'terlalu', 'all', 'random', 'dan', 'satu', 'lagi', 'saran', 'saya', 'anda', 'lihat', 'dulu', 'langsung', 'hp', 'ya', 'ke', 'konter', 'terdekat'];['alhamdulillah', 'pakai', 'hp', 'ya', 'lancar', 'nyaman', 'jamin', 'beli', 'hp', 'infinix', 'note', 'pro', 'menyesal', 'hp', 'ya', 'all', 'random', 'saran', 'lihat', 'langsung', 'hp', 'ya', 'konter', 'terdekat'];['alhamdulillah', 'pakai', 'hp', 'ya', 'lancar', 'nyaman', 'jamin', 'beli', 'hp', 'infinix', 'note', 'pro', 'sesal', 'hp', 'ya', 'all', 'random', 'saran', 'lihat', 'langsung', 'hp', 'ya', 'konter', 'dekat'];positif
Ane beli y29;ane beli y;['ane', 'beli', 'ya'];['ane', 'beli', 'ya'];['ane', 'beli', 'ya'];netral
wkwkwk ga ada hp buat di up, eh malah rekomendasi hp lebaran 😂;wkwkwk ga ada hp buat di up eh malah rekomendasi hp lebaran;['wkwkwk', 'tidak', 'ada', 'hp', 'buat', 'di', 'up', 'eh', 'malah', 'rekomendasi', 'hp', 'lebaran'];['wkwkwk', 'hp', 'up', 'eh', 'rekomendasi', 'hp', 'lebaran'];['wkwkwk', 'hp', 'up', 'eh', 'rekomendasi', 'hp', 'lebaran'];netral
Semoga yg pengen beli hp di tahun ini bisa terwujud;semoga yg pengen beli hp di tahun ini bisa terwujud;['semoga', 'yang', 'pengin', 'beli', 'hp', 'di', 'tahun', 'ini', 'bisa', 'terwujud'];['semoga', 'pengin', 'beli', 'hp', 'terwujud'];['moga', 'pengin', 'beli', 'hp', 'wujud'];netral
Amien٣;amien;['amien'];['amien'];['amien'];netral
Aku lg pengen Moto;aku lg pengen moto;['aku', 'lagi', 'pengin', 'moto'];['pengin', 'moto'];['pengin', 'moto'];netral
12:29 waduh bang, udah keluar aja rog 9 fe nya😂, padahal belum keluar video riview nya;waduh bang udah keluar aja rog  fe nya padahal belum keluar video riview nya;['waduh', 'abang', 'sudah', 'keluar', 'saja', 'rog', 'fe', 'ya', 'padahal', 'belum', 'keluar', 'video', 'riview', 'ya'];['abang', 'rog', 'fe', 'ya', 'video', 'riview', 'ya'];['abang', 'rog', 'fe', 'ya', 'video', 'riview', 'ya'];netral
Sek tah, infinik note 40 is the best InsyaAllah;sek tah infinik note  is the best insyaallah;['sek', 'teh', 'infinik', 'note', 'is', 'the', 'best', 'insyaallah'];['sek', 'teh', 'infinik', 'note', 'is', 'the', 'best', 'insyaallah'];['sek', 'teh', 'infinik', 'note', 'is', 'the', 'best', 'insyaallah'];netral
But turun 300k🤕;but turun k;['but', 'turun', 'ke'];['but', 'turun'];['but', 'turun'];netral
"renot 14 5g masih rekomendasi gk
*yg pake renot 14 jwb dong";"renot  g masih rekomendasi gk
yg pake renot  jwb dong";['renot', 'tidak', 'masih', 'rekomendasi', 'tidak', 'yang', 'pakai', 'renot', 'jawab', 'dong'];['renot', 'rekomendasi', 'pakai', 'renot'];['renot', 'rekomendasi', 'pakai', 'renot'];netral
Infinix hot 50 mending ambil yg ram 6/256 atau 8/128?;infinix hot  mending ambil yg ram  atau;['infinix', 'hot', 'mending', 'ambil', 'yang', 'ram', 'atau'];['infinix', 'hot', 'mending', 'ambil', 'ram'];['infinix', 'hot', 'mending', 'ambil', 'ram'];positif
Poco f7 belum join nih, keknya beberapa bulan lagi.;poco f belum join nih keknya beberapa bulan lagi;['poco', 'f', 'belum', 'join', 'nih', 'kayaknya', 'beberapa', 'bulan', 'lagi'];['poco', 'f', 'join', 'nih', 'kayaknya'];['poco', 'f', 'join', 'nih', 'kayak'];netral
bang cobain inoi;bang cobain inoi;['abang', 'mencoba', 'inoi'];['abang', 'mencoba', 'inoi'];['abang', 'coba', 'inoi'];netral
bang bikin video short untuk yg menang² aja please;bang bikin video short untuk yg menang aja please;['abang', 'bikin', 'video', 'short', 'untuk', 'yang', 'menang', 'saja', 'please'];['abang', 'bikin', 'video', 'short', 'menang', 'please'];['abang', 'bikin', 'video', 'short', 'menang', 'please'];netral
Thanks bang, Motorola G45 masuk rekomendasi. Hapenya enak. video stabil, kamera bagus di harga 2jt.;thanks bang motorola g masuk rekomendasi hapenya enak video stabil kamera bagus di harga jt;['thanks', 'abang', 'motorola', 'tidak', 'masuk', 'rekomendasi', 'hapenya', 'enak', 'video', 'stabil', 'kamera', 'bagus', 'di', 'harga', 'juta'];['thanks', 'abang', 'motorola', 'masuk', 'rekomendasi', 'hapenya', 'enak', 'video', 'stabil', 'kamera', 'bagus', 'harga', 'juta'];['thanks', 'abang', 'motorola', 'masuk', 'rekomendasi', 'hapenya', 'enak', 'video', 'stabil', 'kamera', 'bagus', 'harga', 'juta'];positif
Mantap bang langsung di up;mantap bang langsung di up;['mantap', 'abang', 'langsung', 'di', 'up'];['mantap', 'abang', 'langsung', 'up'];['mantap', 'abang', 'langsung', 'up'];positif
"Barusan Tiktok Banting harga xiaomi...
F6 8/256 only 3,4jt
X7 pro onli 4,1jt...
Alhasil kata istri suruh hemat... CO f6 aja dah 3,4jt mayan";"barusan tiktok banting harga xiaomi
f  only jt
x pro onli jt
alhasil kata istri suruh hemat co f aja dah jt mayan";['barusan', 'tiktok', 'banting', 'harga', 'xiaomi', 'f', 'only', 'juta', 'kali', 'pro', 'onli', 'juta', 'alhasil', 'kata', 'istri', 'suruh', 'hemat', 'cowok', 'f', 'saja', 'sudah', 'juta', 'lumayan'];['barusan', 'tiktok', 'banting', 'harga', 'xiaomi', 'f', 'only', 'juta', 'kali', 'pro', 'onli', 'juta', 'alhasil', 'istri', 'suruh', 'hemat', 'cowok', 'f', 'juta', 'lumayan'];['barusan', 'tiktok', 'banting', 'harga', 'xiaomi', 'f', 'only', 'juta', 'kali', 'pro', 'onli', 'juta', 'alhasil', 'istri', 'suruh', 'hemat', 'cowok', 'f', 'juta', 'lumayan'];netral
Dari semua video gadgetin baru bisa beli kopi kapal api yang selalu nemenin bang David;dari semua video gadgetin baru bisa beli kopi kapal api yang selalu nemenin bang david;['dari', 'semua', 'video', 'gadgetin', 'baru', 'bisa', 'beli', 'kopi', 'kapal', 'api', 'yang', 'selalu', 'nemenin', 'abang', 'david'];['video', 'gadgetin', 'beli', 'kopi', 'kapal', 'api', 'nemenin', 'abang', 'david'];['video', 'gadgetin', 'beli', 'kopi', 'kapal', 'api', 'nemenin', 'abang', 'david'];netral
Pasti infinik masuk kategori hp murah spek dewa ..tapi ga tahan banting...punya temen dua orang pake Infinix sekali jatuh langsung rusak.. makanya ga kepingin hp tersebut biar murah spek mantap..;pasti infinik masuk kategori hp murah spek dewa tapi ga tahan bantingpunya temen dua orang pake infinix sekali jatuh langsung rusak makanya ga kepingin hp tersebut biar murah spek mantap;['pasti', 'infinik', 'masuk', 'kategori', 'hp', 'murah', 'spek', 'dewa', 'tapi', 'tidak', 'tahan', 'bantingpunya', 'teman', 'dua', 'orang', 'pakai', 'infinix', 'sekali', 'jatuh', 'langsung', 'rusak', 'makanya', 'tidak', 'pengin', 'hp', 'tersebut', 'biar', 'murah', 'spek', 'mantap'];['infinik', 'masuk', 'kategori', 'hp', 'murah', 'spek', 'dewa', 'tahan', 'bantingpunya', 'teman', 'orang', 'pakai', 'infinix', 'jatuh', 'langsung', 'rusak', 'pengin', 'hp', 'biar', 'murah', 'spek', 'mantap'];['infinik', 'masuk', 'kategori', 'hp', 'murah', 'spek', 'dewa', 'tahan', 'bantingpunya', 'teman', 'orang', 'pakai', 'infinix', 'jatuh', 'langsung', 'rusak', 'pengin', 'hp', 'biar', 'murah', 'spek', 'mantap'];positif
Alhamdulillah berkat saran om david, saya udah beli kopi kapal api;alhamdulillah berkat saran om david saya udah beli kopi kapal api;['alhamdulillah', 'berkat', 'saran', 'om', 'david', 'saya', 'sudah', 'beli', 'kopi', 'kapal', 'api'];['alhamdulillah', 'berkat', 'saran', 'om', 'david', 'beli', 'kopi', 'kapal', 'api'];['alhamdulillah', 'berkat', 'saran', 'om', 'david', 'beli', 'kopi', 'kapal', 'api'];netral
Pas banget baru beli tadi. Maunya infinix note 50 pro tp gaada dimana2, jadinya angkut redmi note 14;pas banget baru beli tadi maunya infinix note  pro tp gaada dimana jadinya angkut redmi note;['pas', 'banget', 'baru', 'beli', 'tadi', 'maunya', 'infinix', 'note', 'pro', 'tapi', 'tidak ada', 'dimana', 'jadinya', 'angkut', 'redmi', 'note'];['pas', 'banget', 'beli', 'maunya', 'infinix', 'note', 'pro', 'tidak ada', 'dimana', 'angkut', 'redmi', 'note'];['pas', 'banget', 'beli', 'mau', 'infinix', 'note', 'pro', 'tidak ada', 'mana', 'angkut', 'redmi', 'note'];netral
Bang next buat konten rekomendasinya tambahin versi iqbal ama kevin juga.;bang next buat konten rekomendasinya tambahin versi iqbal ama kevin juga;['abang', 'next', 'buat', 'konten', 'rekomendasinya', 'tambahkan', 'versi', 'iqbal', 'sama', 'kevin', 'juga'];['abang', 'next', 'konten', 'rekomendasinya', 'tambahkan', 'versi', 'iqbal', 'kevin'];['abang', 'next', 'konten', 'rekomendasi', 'tambah', 'versi', 'iqbal', 'kevin'];netral
Baru bbrp minggu beli Infinix note 50 pro, dan saya berani bilang ini HP WORTH IT BANGET. Fiturnya mantap banget, feel mewahnya dapat banget, kameranya juga bagus (kecuali malam) dan prosesornya juga oke banget. Dengan harga 3,2 juta sangat worth it. Saran supaya lebih murah lagi, cari toko official dan beli saat live di e-commerce. Lumayan lebih murah 100-200rb.;baru bbrp minggu beli infinix note  pro dan saya berani bilang ini hp worth it banget fiturnya mantap banget feel mewahnya dapat banget kameranya juga bagus kecuali malam dan prosesornya juga oke banget dengan harga  juta sangat worth it saran supaya lebih murah lagi cari toko official dan beli saat live di ecommerce lumayan lebih murah rb;['baru', 'beberapa', 'minggu', 'beli', 'infinix', 'note', 'pro', 'dan', 'saya', 'berani', 'bilang', 'ini', 'hp', 'worth', 'itu', 'banget', 'fiturnya', 'mantap', 'banget', 'feel', 'mewahnya', 'dapat', 'banget', 'kameranya', 'juga', 'bagus', 'kecuali', 'malam', 'dan', 'prosesornya', 'juga', 'oke', 'banget', 'dengan', 'harga', 'juta', 'sangat', 'worth', 'itu', 'saran', 'supaya', 'lebih', 'murah', 'lagi', 'cari', 'toko', 'official', 'dan', 'beli', 'saat', 'live', 'di', 'ecommerce', 'lumayan', 'lebih', 'murah', 'ribu'];['minggu', 'beli', 'infinix', 'note', 'pro', 'berani', 'bilang', 'hp', 'worth', 'banget', 'fiturnya', 'mantap', 'banget', 'feel', 'mewahnya', 'banget', 'kameranya', 'bagus', 'kecuali', 'malam', 'prosesornya', 'oke', 'banget', 'harga', 'juta', 'worth', 'saran', 'murah', 'cari', 'toko', 'official', 'beli', 'live', 'ecommerce', 'lumayan', 'murah', 'ribu'];['minggu', 'beli', 'infinix', 'note', 'pro', 'berani', 'bilang', 'hp', 'worth', 'banget', 'fiturnya', 'mantap', 'banget', 'feel', 'mewah', 'banget', 'kamera', 'bagus', 'kecuali', 'malam', 'prosesor', 'oke', 'banget', 'harga', 'juta', 'worth', 'saran', 'murah', 'cari', 'toko', 'official', 'beli', 'live', 'ecommerce', 'lumayan', 'murah', 'ribu'];positif
Layarnya gonjreng atau bisa natural bang?;layarnya gonjreng atau bisa natural bang;['layarnya', 'gonjreng', 'atau', 'bisa', 'natural', 'abang'];['layarnya', 'gonjreng', 'natural', 'abang'];['layar', 'gonjreng', 'natural', 'abang'];positif
Redmi 14c bisa dilawan sama tecno spark 30c atau infinix hot 50i...;redmi c bisa dilawan sama tecno spark c atau infinix hot i;['redmi', 'sih', 'bisa', 'dilawan', 'sama', 'tecno', 'spark', 'sih', 'atau', 'infinix', 'hot', 'i'];['redmi', 'sih', 'dilawan', 'tecno', 'spark', 'sih', 'infinix', 'hot', 'i'];['redmi', 'sih', 'lawan', 'tecno', 'spark', 'sih', 'infinix', 'hot', 'i'];netral
Knpa ya disetiap video rekomendasi hp di bang david merek samsung sama iphone ga masuk kategori trus??? Ada yg bisa jelaskan;knpa ya disetiap video rekomendasi hp di bang david merek samsung sama iphone ga masuk kategori trus ada yg bisa jelaskan;['kenapa', 'ya', 'disetiap', 'video', 'rekomendasi', 'hp', 'di', 'abang', 'david', 'merek', 'samsung', 'sama', 'iphone', 'tidak', 'masuk', 'kategori', 'terus', 'ada', 'yang', 'bisa', 'jelaskan'];['ya', 'disetiap', 'video', 'rekomendasi', 'hp', 'abang', 'david', 'merek', 'samsung', 'iphone', 'masuk', 'kategori'];['ya', 'tiap', 'video', 'rekomendasi', 'hp', 'abang', 'david', 'merek', 'samsung', 'iphone', 'masuk', 'kategori'];netral
Diliatnya dari spek gahar ama harga murah bang.. samsung sama iphone ga masuk kriteria itu;diliatnya dari spek gahar ama harga murah bang samsung sama iphone ga masuk kriteria itu;['dilihatnya', 'dari', 'spek', 'gahar', 'sama', 'harga', 'murah', 'abang', 'samsung', 'sama', 'iphone', 'tidak', 'masuk', 'kriteria', 'itu'];['dilihatnya', 'spek', 'gahar', 'harga', 'murah', 'abang', 'samsung', 'iphone', 'masuk', 'kriteria'];['lihat', 'spek', 'gahar', 'harga', 'murah', 'abang', 'samsung', 'iphone', 'masuk', 'kriteria'];positif
Please buat versi tablet juga bang, sudah rame di pasar jadi bingung mau ambil mana;please buat versi tablet juga bang sudah rame di pasar jadi bingung mau ambil mana;['please', 'buat', 'versi', 'tablet', 'juga', 'abang', 'sudah', 'rame', 'di', 'pasar', 'jadi', 'bingung', 'mau', 'ambil', 'mana'];['please', 'versi', 'tablet', 'abang', 'rame', 'pasar', 'bingung', 'ambil'];['please', 'versi', 'tablet', 'abang', 'rame', 'pasar', 'bingung', 'ambil'];negatif
Kelas 5-6 ada oppo 13F 5G bro;kelas  ada oppo f g bro;['kelas', 'ada', 'oppo', 'f', 'tidak', 'bro'];['kelas', 'oppo', 'f', 'bro'];['kelas', 'oppo', 'f', 'bro'];netral
nahh ini yg ditunggu-tunggu😁;nahh ini yg ditunggutunggu;['nah', 'ini', 'yang', 'ditunggutunggu'];['ditunggutunggu'];['ditunggutunggu'];netral
Beli doang nonton kagak☝️;beli doang nonton kagak;['beli', 'doang', 'menonton', 'kagak'];['beli', 'doang', 'menonton', 'kagak'];['beli', 'doang', 'tonton', 'kagak'];netral
Alhamdulillah udh pake poco x7 pro;alhamdulillah udh pake poco x pro;['alhamdulillah', 'sudah', 'pakai', 'poco', 'kali', 'pro'];['alhamdulillah', 'pakai', 'poco', 'kali', 'pro'];['alhamdulillah', 'pakai', 'poco', 'kali', 'pro'];netral
diharga 1,5jtan, mending Tecno spark go 1, cm 1,2jtaan udh enak banget buat kebutuhan biasa;diharga jtan mending tecno spark go  cm jtaan udh enak banget buat kebutuhan biasa;['diharga', 'jtan', 'mending', 'tecno', 'spark', 'go', 'cuma', 'jtaan', 'sudah', 'enak', 'banget', 'buat', 'kebutuhan', 'biasa'];['diharga', 'jtan', 'mending', 'tecno', 'spark', 'go', 'jtaan', 'enak', 'banget', 'kebutuhan'];['harga', 'jtan', 'mending', 'tecno', 'spark', 'go', 'jtaan', 'enak', 'banget', 'butuh'];positif
Bang, bikin yang versi laptopnya dong. Buat persiapan kuliah❤;bang bikin yang versi laptopnya dong buat persiapan kuliah;['abang', 'bikin', 'yang', 'versi', 'laptopnya', 'dong', 'buat', 'persiapan', 'kuliah'];['abang', 'bikin', 'versi', 'laptopnya', 'persiapan', 'kuliah'];['abang', 'bikin', 'versi', 'laptop', 'siap', 'kuliah'];netral
iQOO 13 gak masuk ;iqoo  gak masuk;['iqoo', 'tidak', 'masuk'];['iqoo', 'masuk'];['iqoo', 'masuk'];netral
Nonton pake poco x7 pro ✨;nonton pake poco x pro;['menonton', 'pakai', 'poco', 'kali', 'pro'];['menonton', 'pakai', 'poco', 'kali', 'pro'];['tonton', 'pakai', 'poco', 'kali', 'pro'];netral
Xiaomi 5jt ke atas apa masih ada iklan kwan2?;xiaomi jt ke atas apa masih ada iklan kwan;['xiaomi', 'juta', 'ke', 'atas', 'apa', 'masih', 'ada', 'iklan', 'kwan'];['xiaomi', 'juta', 'iklan', 'kwan'];['xiaomi', 'juta', 'iklan', 'kwan'];netral
hp iqoo z9/z9x knp ga masuk;hp iqoo zzx knp ga masuk;['hp', 'iqoo', 'zzx', 'kenapa', 'tidak', 'masuk'];['hp', 'iqoo', 'zzx', 'masuk'];['hp', 'iqoo', 'zzx', 'masuk'];netral
Infinix not50 pro di tiktok cuma 2.900 bg;infinix not pro di tiktok cuma  bg;['infinix', 'not', 'pro', 'di', 'tiktok', 'cuma', 'bang'];['infinix', 'not', 'pro', 'tiktok', 'bang'];['infinix', 'not', 'pro', 'tiktok', 'bang'];netral
xiaomi pad 7 ada di review gk bang;xiaomi pad  ada di review gk bang;['xiaomi', 'pad', 'ada', 'di', 'review', 'tidak', 'abang'];['xiaomi', 'pad', 'review', 'abang'];['xiaomi', 'pad', 'review', 'abang'];netral
"Alhamdulilah... 
Mantab menyimak";"alhamdulilah 
mantab menyimak";['alhamdulilah', 'mantab', 'menyimak'];['alhamdulilah', 'mantab', 'menyimak'];['alhamdulilah', 'mantab', 'simak'];netral
Iqoo ngak masuk?;iqoo ngak masuk;['iqoo', 'tidak', 'masuk'];['iqoo', 'masuk'];['iqoo', 'masuk'];netral
Alhamdulillah udah kebeli hp impian poco f6 sekian lama 😊;alhamdulillah udah kebeli hp impian poco f sekian lama;['alhamdulillah', 'sudah', 'kebeli', 'hp', 'impian', 'poco', 'f', 'sekian', 'lama'];['alhamdulillah', 'kebeli', 'hp', 'impian', 'poco', 'f', 'sekian'];['alhamdulillah', 'kebel', 'hp', 'impi', 'poco', 'f', 'sekian'];netral
Yg always dtunggu2;yg always dtunggu;['yang', 'always', 'ditunggu'];['always', 'ditunggu'];['always', 'tunggu'];netral
Ekonomi lagi sulit guys IHSG turun terus, dollar naik , daya beli masyarakat turun . Arahnya ke krisis kalo ada duit coba 5-10  jutaan mending beliin emas jangan jajan2 yg ga penting dulu ❤l;ekonomi lagi sulit guys ihsg turun terus dollar naik  daya beli masyarakat turun  arahnya ke krisis kalo ada duit coba   jutaan mending beliin emas jangan jajan yg ga penting dulu l;['ekonomi', 'lagi', 'sulit', 'guys', 'ihsg', 'turun', 'terus', 'dollar', 'naik', 'daya', 'beli', 'masyarakat', 'turun', 'arahnya', 'ke', 'krisis', 'kalau', 'ada', 'duit', 'coba', 'jutaan', 'mending', 'belikan', 'emas', 'jangan', 'jajan', 'yang', 'tidak', 'penting', 'dulu', 'l'];['ekonomi', 'sulit', 'guys', 'ihsg', 'turun', 'dollar', 'daya', 'beli', 'masyarakat', 'turun', 'arahnya', 'krisis', 'duit', 'coba', 'jutaan', 'mending', 'belikan', 'emas', 'jajan', 'l'];['ekonomi', 'sulit', 'guys', 'ihsg', 'turun', 'dollar', 'daya', 'beli', 'masyarakat', 'turun', 'arah', 'krisis', 'duit', 'coba', 'juta', 'mending', 'belikan', 'emas', 'jajan', 'l'];negatif
inti dari vidio ini adalah belilah kopi kapal api special mix😭😭😭;inti dari vidio ini adalah belilah kopi kapal api special mix;['inti', 'dari', 'vidio', 'ini', 'adalah', 'belilah', 'kopi', 'kapal', 'api', 'special', 'mix'];['inti', 'vidio', 'belilah', 'kopi', 'kapal', 'api', 'special', 'mix'];['inti', 'vidio', 'bilah', 'kopi', 'kapal', 'api', 'special', 'mix'];netral
sesuai dompet coyyy;sesuai dompet coyyy;['sesuai', 'dompet', 'coy'];['sesuai', 'dompet', 'coy'];['sesuai', 'dompet', 'coy'];netral
